"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"M_VLDL_C","Cholesterol in Medium VLDL","LC","0.881(95% CI:0.746-1.04; P=0.1347797509)","0.863(95% CI:0.835-0.893; P=0)","0.872(95% CI:0.722-1.053; P=0.1536993759)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_VLDL_CE","Cholesteryl Esters in Medium VLDL","LC","0.852(95% CI:0.723-1.004; P=0.0565216478)","0.856(95% CI:0.827-0.886; P=0)","0.837(95% CI:0.693-1.011; P=0.0651526207)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_VLDL_FC","Free Cholesterol in Medium VLDL","LC","0.931(95% CI:0.786-1.104; P=0.4127164971)","0.883(95% CI:0.853-0.914; P=0)","0.93(95% CI:0.767-1.127; P=0.4585420585)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_VLDL_PL","Phospholipids in Medium VLDL","LC","0.96(95% CI:0.808-1.14; P=0.6419234752)","0.893(95% CI:0.862-0.924; P=0.0000000001)","0.963(95% CI:0.794-1.169; P=0.7046204429)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"M_VLDL_TG","Triglycerides in Medium VLDL","LC","1.079(95% CI:0.908-1.281; P=0.3867817564)","0.957(95% CI:0.923-0.992; P=0.015938184)","1.084(95% CI:0.89-1.321; P=0.4205000161)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"MUFA","Monounsaturated Fatty Acids","LC","1.151(95% CI:0.962-1.377; P=0.1242718417)","1.035(95% CI:0.999-1.072; P=0.0549489231)","1.153(95% CI:0.944-1.409; P=0.1634560526)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"non_HDL_C","Total Cholesterol Minus HDL-C","LC","0.877(95% CI:0.743-1.036; P=0.1228388606)","0.855(95% CI:0.828-0.884; P=0)","0.876(95% CI:0.728-1.054; P=0.160862303)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Omega_3","Omega-3 Fatty Acids","LC","0.942(95% CI:0.79-1.124; P=0.5078167253)","0.891(95% CI:0.859-0.924; P=0.0000000006)","0.921(95% CI:0.753-1.127; P=0.4234896457)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Omega_6","Omega-6 Fatty Acids","LC","1.007(95% CI:0.843-1.203; P=0.9373516724)","0.861(95% CI:0.832-0.892; P=0)","1.002(95% CI:0.823-1.22; P=0.9836250152)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Phe","Phenylalanine","LC","0.969(95% CI:0.815-1.151; P=0.7191819462)","1.022(95% CI:0.989-1.055; P=0.1947594926)","0.877(95% CI:0.717-1.072; P=0.2000667606)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Phosphatidylc","Phosphatidylcholines","LC","1.029(95% CI:0.854-1.24; P=0.7638589048)","0.884(95% CI:0.851-0.917; P=0.0000000001)","1.024(95% CI:0.837-1.252; P=0.8179527497)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Phosphoglyc","Phosphoglycerides","LC","1.021(95% CI:0.849-1.227; P=0.8250140378)","0.908(95% CI:0.875-0.942; P=0.00000025)","1.017(95% CI:0.833-1.243; P=0.8673346772)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"PUFA","Polyunsaturated Fatty Acids","LC","0.991(95% CI:0.826-1.19; P=0.9238201424)","0.853(95% CI:0.823-0.883; P=0)","0.982(95% CI:0.805-1.199; P=0.8586381311)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Pyruvate","Pyruvate","LC","1.051(95% CI:0.895-1.233; P=0.5459670398)","1.075(95% CI:1.045-1.106; P=0.0000005256)","1.043(95% CI:0.863-1.261; P=0.6601730767)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Remnant_C","Remnant Cholesterol (Non-HDL and Non-LDL -Cholesterol)","LC","0.908(95% CI:0.766-1.076; P=0.2660766676)","0.872(95% CI:0.843-0.902; P=0)","0.903(95% CI:0.748-1.091; P=0.2894700216)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_C","Cholesterol in Small HDL","LC","0.943(95% CI:0.795-1.119; P=0.5003815044)","0.903(95% CI:0.872-0.936; P=0.0000000141)","0.974(95% CI:0.801-1.183; P=0.7901092395)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_CE","Cholesteryl Esters in Small HDL","LC","0.918(95% CI:0.776-1.084; P=0.3123287609)","0.906(95% CI:0.875-0.938; P=0.0000000295)","0.945(95% CI:0.78-1.143; P=0.557572465)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_FC","Free Cholesterol in Small HDL","LC","1.042(95% CI:0.871-1.247; P=0.6532759491)","0.913(95% CI:0.881-0.947; P=0.0000010067)","1.07(95% CI:0.878-1.304; P=0.5030516849)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_PL","Phospholipids in Small HDL","LC","1.074(95% CI:0.9-1.283; P=0.4269042042)","0.974(95% CI:0.94-1.009; P=0.1470922814)","1.106(95% CI:0.907-1.35; P=0.318424764)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_HDL_TG","Triglycerides in Small HDL","LC","1.183(95% CI:1.001-1.397; P=0.0484024865)","1.048(95% CI:1.011-1.085; P=0.0099910883)","1.215(95% CI:1.005-1.468; P=0.044140315)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_C","Cholesterol in Small LDL","LC","0.886(95% CI:0.749-1.048; P=0.1567001981)","0.857(95% CI:0.828-0.887; P=0)","0.893(95% CI:0.739-1.079; P=0.241164573)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_CE","Cholesteryl Esters in Small LDL","LC","0.912(95% CI:0.769-1.081; P=0.2882355901)","0.869(95% CI:0.839-0.899; P=0)","0.922(95% CI:0.761-1.117; P=0.4082425396)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_FC","Free Cholesterol in Small LDL","LC","0.837(95% CI:0.712-0.983; P=0.029982244)","0.843(95% CI:0.815-0.871; P=0)","0.834(95% CI:0.693-1.003; P=0.0540033579)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_PL","Phospholipids in Small LDL","LC","0.897(95% CI:0.76-1.059; P=0.2012128394)","0.869(95% CI:0.84-0.899; P=0)","0.911(95% CI:0.755-1.099; P=0.3281016083)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_LDL_TG","Triglycerides in Small LDL","LC","1.143(95% CI:0.972-1.344; P=0.1072167501)","1.013(95% CI:0.979-1.048; P=0.452372149)","1.161(95% CI:0.967-1.395; P=0.1093084153)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_C","Cholesterol in Small VLDL","LC","0.964(95% CI:0.813-1.144; P=0.6751576771)","0.908(95% CI:0.877-0.94; P=0.0000000399)","0.972(95% CI:0.802-1.178; P=0.771468714)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_CE","Cholesteryl Esters in Small VLDL","LC","0.987(95% CI:0.831-1.171; P=0.876945785)","0.923(95% CI:0.892-0.956; P=0.0000063335)","0.998(95% CI:0.823-1.209; P=0.9808794558)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_FC","Free Cholesterol in Small VLDL","LC","0.931(95% CI:0.786-1.102; P=0.4053926547)","0.885(95% CI:0.855-0.916; P=0)","0.935(95% CI:0.772-1.132; P=0.4889739439)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_PL","Phospholipids in Small VLDL","LC","0.986(95% CI:0.83-1.17; P=0.8680902124)","0.906(95% CI:0.875-0.938; P=0.0000000224)","0.995(95% CI:0.821-1.206; P=0.9622900034)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"S_VLDL_TG","Triglycerides in Small VLDL","LC","1.163(95% CI:0.985-1.373; P=0.0756874587)","1.003(95% CI:0.968-1.039; P=0.8829441243)","1.175(95% CI:0.971-1.421; P=0.0966955923)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"SFA","Saturated Fatty Acids","LC","1.068(95% CI:0.891-1.281; P=0.4745475379)","0.996(95% CI:0.961-1.031; P=0.8093736024)","1.076(95% CI:0.881-1.314; P=0.4713485614)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Sphingomyelins","Sphingomyelins","LC","0.887(95% CI:0.745-1.055; P=0.1756987703)","0.895(95% CI:0.863-0.929; P=0.0000000047)","0.872(95% CI:0.716-1.063; P=0.1746652223)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_C","Total Cholesterol","LC","0.879(95% CI:0.744-1.039; P=0.1308879282)","0.842(95% CI:0.814-0.871; P=0)","0.873(95% CI:0.724-1.052; P=0.1538592701)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_CE","Total Esterified Cholesterol","LC","0.873(95% CI:0.739-1.031; P=0.1090721599)","0.838(95% CI:0.809-0.867; P=0)","0.865(95% CI:0.718-1.043; P=0.1291723491)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_FA","Total Fatty Acids","LC","1.071(95% CI:0.891-1.288; P=0.4635790279)","0.958(95% CI:0.925-0.993; P=0.0173345209)","1.07(95% CI:0.875-1.309; P=0.5097758415)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_FC","Total Free Cholesterol","LC","0.897(95% CI:0.758-1.063; P=0.2104027546)","0.852(95% CI:0.824-0.882; P=0)","0.893(95% CI:0.739-1.08; P=0.2431313141)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_L","Total Lipids in Lipoprotein Particles","LC","0.955(95% CI:0.8-1.14; P=0.6077064274)","0.882(95% CI:0.852-0.913; P=0)","0.955(95% CI:0.786-1.16; P=0.641415154)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_PL","Total Phospholipids in Lipoprotein Particles","LC","0.967(95% CI:0.808-1.158; P=0.717959906)","0.887(95% CI:0.856-0.92; P=0.0000000001)","0.965(95% CI:0.792-1.175; P=0.7202046993)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Total_TG","Total Triglycerides","LC","1.129(95% CI:0.945-1.348; P=0.1814566241)","1.011(95% CI:0.975-1.048; P=0.5585529968)","1.138(95% CI:0.929-1.394; P=0.2120758121)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Tyr","Tyrosine","LC","0.907(95% CI:0.765-1.074; P=0.2560984592)","1.001(95% CI:0.967-1.036; P=0.9493769584)","0.832(95% CI:0.68-1.019; P=0.0748607635)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Unsaturation","Degree of Unsaturation","LC","0.826(95% CI:0.697-0.978; P=0.026933531)","0.838(95% CI:0.809-0.869; P=0)","0.794(95% CI:0.648-0.972; P=0.0256707079)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Val","Valine","LC","0.811(95% CI:0.674-0.976; P=0.0264312744)","0.964(95% CI:0.929-1; P=0.0521186402)","0.775(95% CI:0.623-0.963; P=0.0217111282)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_C","VLDL Cholesterol","LC","0.965(95% CI:0.81-1.15; P=0.6907561025)","0.915(95% CI:0.884-0.947; P=0.0000003911)","0.963(95% CI:0.792-1.17; P=0.7019997052)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_CE","Cholesteryl Esters in VLDL","LC","0.943(95% CI:0.794-1.12; P=0.5034140066)","0.904(95% CI:0.874-0.936; P=0.0000000073)","0.94(95% CI:0.775-1.14; P=0.5298176991)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_FC","Free Cholesterol in VLDL","LC","1.005(95% CI:0.843-1.197; P=0.9583020899)","0.935(95% CI:0.902-0.968; P=0.0001500934)","1.008(95% CI:0.827-1.228; P=0.9379047578)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_L","Total Lipids in VLDL","LC","1.052(95% CI:0.877-1.262; P=0.5841625473)","0.964(95% CI:0.93-0.999; P=0.046467359)","1.053(95% CI:0.858-1.292; P=0.6231671156)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_PL","Phospholipids in VLDL","LC","1.039(95% CI:0.87-1.24; P=0.6752084928)","0.952(95% CI:0.919-0.986; P=0.0065582846)","1.044(95% CI:0.855-1.274; P=0.6750223411)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"VLDL_TG","Triglycerides in VLDL","LC","1.107(95% CI:0.928-1.32; P=0.259101601)","1.003(95% CI:0.967-1.04; P=0.8734709981)","1.116(95% CI:0.911-1.367; P=0.28984978)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_C","Cholesterol in Very Large HDL","LC","0.932(95% CI:0.776-1.118; P=0.4471547426)","0.922(95% CI:0.884-0.962; P=0.0001489744)","0.877(95% CI:0.702-1.095; P=0.2472147733)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","LC","0.933(95% CI:0.776-1.121; P=0.4568025027)","0.914(95% CI:0.876-0.954; P=0.000034517)","0.876(95% CI:0.7-1.096; P=0.2474865143)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","LC","0.93(95% CI:0.78-1.11; P=0.4243658041)","0.955(95% CI:0.918-0.993; P=0.0204037484)","0.886(95% CI:0.717-1.096; P=0.2650638746)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_PL","Phospholipids in Very Large HDL","LC","0.962(95% CI:0.8-1.156; P=0.677286395)","0.961(95% CI:0.922-1.002; P=0.0624718771)","0.899(95% CI:0.719-1.124; P=0.3506752086)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_HDL_TG","Triglycerides in Very Large HDL","LC","1.145(95% CI:0.974-1.345; P=0.1000294421)","1.003(95% CI:0.97-1.037; P=0.857026453)","1.137(95% CI:0.952-1.359; P=0.1571263941)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_C","Cholesterol in Very Large VLDL","LC","1.041(95% CI:0.875-1.24; P=0.6476098035)","0.964(95% CI:0.93-0.999; P=0.0425189631)","1.051(95% CI:0.861-1.282; P=0.6259338366)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","LC","1.01(95% CI:0.849-1.202; P=0.9124812903)","0.941(95% CI:0.908-0.975; P=0.0008323461)","1.017(95% CI:0.834-1.24; P=0.8664094171)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","LC","1.073(95% CI:0.904-1.274; P=0.4188003807)","0.989(95% CI:0.954-1.024; P=0.5240798812)","1.084(95% CI:0.891-1.319; P=0.4198023215)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","LC","1.083(95% CI:0.913-1.285; P=0.3591993001)","0.998(95% CI:0.963-1.034; P=0.8926474102)","1.096(95% CI:0.901-1.334; P=0.3583334377)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","LC","1.102(95% CI:0.93-1.306; P=0.2631654385)","1.017(95% CI:0.981-1.054; P=0.3542292747)","1.117(95% CI:0.917-1.36; P=0.2704316427)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_C","Cholesterol in Very Small VLDL","LC","0.922(95% CI:0.777-1.095; P=0.356255737)","0.908(95% CI:0.877-0.94; P=0.0000000513)","0.917(95% CI:0.757-1.11; P=0.3731838607)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","LC","0.898(95% CI:0.757-1.065; P=0.2178990671)","0.898(95% CI:0.867-0.93; P=0.0000000013)","0.892(95% CI:0.737-1.08; P=0.2416778742)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","LC","0.987(95% CI:0.83-1.173; P=0.8798191966)","0.938(95% CI:0.906-0.971; P=0.0002662918)","0.985(95% CI:0.814-1.191; P=0.8754954444)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","LC","1.036(95% CI:0.872-1.231; P=0.6906556635)","0.967(95% CI:0.934-1.001; P=0.0538518694)","1.035(95% CI:0.857-1.251; P=0.7173716423)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XS_VLDL_TG","Triglycerides in Very Small VLDL","LC","1.188(95% CI:1.011-1.396; P=0.035987139)","1.041(95% CI:1.006-1.077; P=0.0214813048)","1.197(95% CI:1.002-1.429; P=0.0470305355)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XXL_VLDL_C","Cholesterol in Chylomicrons and Extremely Large VLDL","LC","1.111(95% CI:0.941-1.313; P=0.2150735813)","1.029(95% CI:0.993-1.065; P=0.111306334)","1.12(95% CI:0.923-1.36; P=0.2502745627)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XXL_VLDL_CE","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","LC","1.105(95% CI:0.934-1.307; P=0.2440929547)","1.019(95% CI:0.983-1.055; P=0.3040530267)","1.111(95% CI:0.914-1.35; P=0.289775009)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XXL_VLDL_FC","Free Cholesterol in Chylomicrons and Extremely Large VLDL","LC","1.116(95% CI:0.949-1.312; P=0.1846474924)","1.038(95% CI:1.004-1.074; P=0.030583369)","1.126(95% CI:0.932-1.36; P=0.2183348209)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XXL_VLDL_PL","Phospholipids in Chylomicrons and Extremely Large VLDL","LC","1.116(95% CI:0.951-1.31; P=0.1791637528)","1.044(95% CI:1.009-1.08; P=0.0137370558)","1.131(95% CI:0.938-1.364; P=0.1981593921)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"XXL_VLDL_TG","Triglycerides in Chylomicrons and Extremely Large VLDL","LC","1.078(95% CI:0.912-1.274; P=0.3810855486)","1.041(95% CI:1.006-1.077; P=0.0205498672)","1.099(95% CI:0.905-1.335; P=0.3411654152)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Acetate","Acetate","PCa","1.032(95% CI:0.97-1.099; P=0.320248583)","0.995(95% CI:0.973-1.017; P=0.6553951226)","1.022(95% CI:0.94-1.111; P=0.6117102553)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Acetoacetate","Acetoacetate","PCa","0.967(95% CI:0.87-1.074; P=0.5268482193)","1.014(95% CI:0.995-1.034; P=0.1522121215)","0.925(95% CI:0.821-1.042; P=0.2009108497)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Acetone","Acetone","PCa","0.947(95% CI:0.845-1.061; P=0.3477115773)","1.021(95% CI:1.002-1.041; P=0.0330531576)","0.949(95% CI:0.844-1.067; P=0.3822942234)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Ala","Alanine","PCa","0.925(95% CI:0.838-1.02; P=0.1191927806)","0.937(95% CI:0.918-0.956; P=0.0000000004)","0.983(95% CI:0.882-1.096; P=0.7603424715)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Albumin","Albumin","PCa","1.1(95% CI:0.992-1.221; P=0.0718073301)","0.985(95% CI:0.965-1.006; P=0.1535209425)","1.104(95% CI:0.989-1.231; P=0.0774054406)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"ApoA1","Apolipoprotein A1","PCa","0.99(95% CI:0.896-1.093; P=0.8358885318)","0.992(95% CI:0.971-1.013; P=0.4531560852)","0.999(95% CI:0.895-1.114; P=0.9819091793)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"ApoB","Apolipoprotein B","PCa","1.119(95% CI:1.013-1.235; P=0.0263837824)","0.994(95% CI:0.974-1.014; P=0.5437556552)","1.156(95% CI:1.038-1.287; P=0.0085052805)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"bOHbutyrate","3-Hydroxybutyrate","PCa","0.942(95% CI:0.842-1.054; P=0.2981228408)","1.015(95% CI:0.996-1.035; P=0.123688397)","0.964(95% CI:0.858-1.083; P=0.5364022801)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Cholines","Total Cholines","PCa","1.055(95% CI:0.953-1.168; P=0.3001053167)","0.983(95% CI:0.963-1.004; P=0.1098844501)","1.095(95% CI:0.983-1.219; P=0.0976887649)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Citrate","Citrate","PCa","0.893(95% CI:0.806-0.99; P=0.0312911873)","0.972(95% CI:0.952-0.992; P=0.0060263242)","0.925(95% CI:0.831-1.031; P=0.1596254655)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Clinical_LDL_C","Clinical LDL Cholesterol","PCa","1.134(95% CI:1.026-1.253; P=0.0139024068)","1.005(95% CI:0.985-1.026; P=0.6015116699)","1.155(95% CI:1.035-1.288; P=0.0099982085)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Creatinine","Creatinine","PCa","0.977(95% CI:0.887-1.077; P=0.6448328126)","1.02(95% CI:1.001-1.039; P=0.0385805746)","1.056(95% CI:0.95-1.175; P=0.3111805703)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"DHA","Docosahexaenoic Acid","PCa","0.979(95% CI:0.889-1.078; P=0.6641809221)","1.06(95% CI:1.04-1.081; P=0.0000000037)","1.02(95% CI:0.918-1.134; P=0.711615252)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
"Gln","Glutamine","PCa","1.035(95% CI:0.938-1.143; P=0.4926254659)","0.976(95% CI:0.956-0.996; P=0.0188351361)","1.071(95% CI:0.959-1.197; P=0.2241260957)","Adjusted","healthy_noncancer_control","Adjusted healthy_noncancer_control"
